id,name,cost,area,numberOfBedRooms,numberOfToilets,streetNumber,city,district,ward,lanlordAccountId,createAt,updatedAt,type
153094515,⭐CHO THUÊ GẤP DELASOL 2PN2WC 84m2 FULL NT CHỈ 20TR,20000000,84.0,2.0,2.0,Số 1 ,Tp Hồ Chí Minh,Quận 4,Phường 18,3058822,2023-02-17,,can_ho
154792392,⭐CHO THUÊ GẤP ZENITY 3PN 116m2 FULL NỘI THẤT CHỈ 35TR,35000000,116.0,3.0,2.0,"608 Võ Văn Kiệt, Phường Cầu Kho, Quận 1, TP.HCM",Tp Hồ Chí Minh,Quận 1,Phường Cầu Kho,3058822,2024-04-04,,can_ho
154551352,⭐CHO THUÊ GẤP 2PN2WC SAIGON INTELA CÓ NỘI THẤT CHỈ 6 TRIỆU,6000000,55.0,2.0,2.0,13E ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,3058822,2024-02-17,,can_ho
151755618,⭐CHUYÊN CHO THUÊ  SUNSHINE SKY CITY GIÁ TỪ 11 TRIỆU,11000000,70.0,2.0,2.0,Phú Thuận,Tp Hồ Chí Minh,Quận 7,Phường Tân Phú,3058822,2023-01-27,,can_ho
151603442,⭐CHUYÊN CHO THUÊ RIVER PANORAMA 2PN-3PN GIÁ TỪ 8.5TR,8500000,57.0,2.0,1.0,Hoàng Quốc Việt,Tp Hồ Chí Minh,Quận 7,Phường Phú Mỹ,3058822,2023-06-03,,can_ho
151976727,"Cho thuê Căn 2pn+ giá 6,5tr - có sẵn 2 máy - Nội đầy đủ cơ bản",6500000,59.0,2.0,2.0,Tân Túc,Tp Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,22292188,2024-04-01,,can_ho
152632583,"Cho thuê giá 5,5tr, 59m2 ( 2pn+ 2wc ) - tháp mới 100% - Tặng PQL",5500000,59.0,2.0,2.0,Tân Túc,Tp Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,22292188,2022-12-27,,can_ho
156296838,TÔNG TRẮNG XÁM CHỦ ĐẠO CÙNG ĐIỂM NHẤN MÀU VÀNG GỖ CHO RA 1PN LUXURY✨️,8000000,35.0,1.0,1.0,Đường Cửu Long,Tp Hồ Chí Minh,Quận Tân Bình,Phường 2,5445030,2023-07-06,,can_ho
156312452,CĂN HỘ CÓ GÁC MỚI XÂY -NỘI THẤT ĐẦY ĐỦ - GẦN TÂN QUÝ - AEON,4500000,30.0,1.0,1.0,Dương Thiệu Tước ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,23687762,2023-08-24,,can_ho
156312445,Khai trương dự án sát Quận 10 _ Full nội thất_Bành Văn Trân,4900000,35.0,1.0,1.0,Đường Bành Văn Trân,Tp Hồ Chí Minh,Quận 10,Phường 7,22230927,2024-03-12,,can_ho
156312452,CĂN HỘ CÓ GÁC MỚI XÂY -NỘI THẤT ĐẦY ĐỦ - GẦN TÂN QUÝ - AEON,4500000,30.0,1.0,1.0,Dương Thiệu Tước ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,23687762,2022-10-22,,can_ho
156312445,Khai trương dự án sát Quận 10 _ Full nội thất_Bành Văn Trân,4900000,35.0,1.0,1.0,Đường Bành Văn Trân,Tp Hồ Chí Minh,Quận 10,Phường 7,22230927,2022-02-24,,can_ho
151231673,"1PN-STUDIO FULL NỘI THẤT-BAN CÔNG XINH XẮN🎀CÓ DỌN PHÒNG,CHỈ TÍNH ĐIỆN🔥",8500000,45.0,1.0,1.0,Xa lộ Hà Nội,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),16768210,2022-07-04,,can_ho
154851037,CĂN HỘ 1 PHÒNG NGỦ BAN CÔNG - KHU K300 - GẦN NGÃ 4 BẢY HIỀN,10000000,50.0,1.0,1.0,100 ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 12,23078196,2024-04-06,,can_ho
156312410,SIÊU PHẨM 1PN TÁCH BẾP BANCOL NGAY CẦU BÌNH LỢI,8000000,32.0,1.0,1.0,Đường Đặng Thùy Trâm,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 13,22679289,2023-08-03,,can_ho
156312406,"Cho thuê CHDV gần BV thủ đức, lê văn chí p.linh trung 3tr 25m2",3000000,25.0,1.0,1.0,Đường Lê Văn Chí,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Trung (Quận Thủ Đức cũ),25478379,2024-04-04,,can_ho
156312408,"CHDV ban công siêu rộng - thoáng mát, đầy đủ nội thất",5500000,40.0,1.0,1.0,Đường Nguyễn Thị Định,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi (Quận 2 cũ),25662196,2024-01-12,,can_ho
156283613,SERVICED APARTMENT STUDIO 1 / 2  BEDROOM BAN CÔNG GẦN Q3 Q10 ẢNH THẬT,11000000,90.0,2.0,2.0,Hẻm 387 Cách mạng tháng 8,Tp Hồ Chí Minh,Quận 10,Phường 10,23116930,2024-03-09,,can_ho
156303926,SERVICED APARTMENT DUXLEP GÁC BAN CÔNG NGAY ĐH VĂN HIẾN ÂU CƠ Q10,6000000,45.0,1.0,1.0,Đường Đồng Đen,Tp Hồ Chí Minh,Quận Tân Bình,Phường 10,23116930,2023-06-09,,can_ho
156283833,Căn Hộ Studio 2PN Đầy Đủ Tiện Nghi | Gần Bên Celadon City - 6TR/ Tháng,6000000,40.0,2.0,1.0,208 ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,15299320,2022-04-19,,can_ho
156008009,CĂN HỘ TOPAZ 2PN2WC ĐẦY ĐỦ NỘI THẤT NGAY MT TẠ QUANG BỬU QUẬN 8,11500000,73.0,2.0,2.0,196 ,Tp Hồ Chí Minh,Quận 8,Phường 4,26679606,2023-11-30,,can_ho
156151402,"E705 Ruby - Cho thuê căn hộ 4 sao, không muỗi, bếp riêng, cửa sổ rộng",12000000,70.0,2.0,2.0,số 88 ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,9727811,2022-09-02,,can_ho
153516313,Duplex Full NT - Thoại Ngọc Hầu - Nguyễn Sơn - Bancol/Cửa Sổ Thoáng💕,4000000,30.0,1.0,1.0,Đường Thoại Ngọc Hầu,Tp Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,23088929,2022-03-06,,can_ho
155282554,Cho thuê căn hộ dịch vụ đầy đủ tiện nghi gần Vincom Lê Văn Việt Quận 9,5700000,25.0,1.0,1.0,Lê Văn Việt,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Phú (Quận 9 cũ),24230753,2024-02-26,,can_ho
142701890,Căn Hộ Ban Công Full Nội Thất Ngay Trung Tâm Q7,5000000,30.0,1.0,1.0,Nguyễn Thị Thập,Tp Hồ Chí Minh,Quận 7,Phường Tân Phong,21584116,2022-10-15,,can_ho
156312217,River Gate 2PN full nội thất,25000000,75.0,2.0,2.0,151 ,Tp Hồ Chí Minh,Quận 4,Phường 6,23733512,2022-07-28,,can_ho
156312278,Căn hộ ban công 1PN view Bitexco Quận 1,9000000,40.0,1.0,1.0,Đường Ký Con,Tp Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,22230927,2022-06-01,,can_ho
156269766,SIÊU PHẨM VIP NHẤT CUNG ĐƯỜNG TRẦN THÁNH TÔNG,8500000,45.0,1.0,1.0,Đường Trần Thánh Tông,Tp Hồ Chí Minh,Quận Tân Bình,Phường 15,26797643,2023-07-28,,can_ho
156312259,"CHO THUÊ GIÁ RẺ-1 PHÒNG NGỦ,1PHÒNG KHÁCH NGAY CÔNG VIÊN HOÀNG VĂN THỤ",5500000,40.0,1.0,1.0,Đường Cộng Hòa,Tp Hồ Chí Minh,Quận Tân Bình,Phường 4,26276346,2022-05-11,,can_ho
156215532,Cần cho thuê 1 phòng trong căn hộ chung cư 2PN khu Trung Sơn,3700000,15.0,1.0,1.0,KDC Trung Sơn - Him Lam ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,16732760,2024-01-31,,can_ho
155827031,"✅CHDV CAO CẤP PHAN VĂN TRỊ - FULL NỘI THẤT- NGAY EMART, ĐH VĂN LANG",5300000,30.0,1.0,1.0,301/7A ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 11,1563022,2023-03-29,,can_ho
156312244,CHDV 1 phòng ngủ - Full nội thất - Có ban công rộng,6300000,35.0,1.0,1.0,Đường Mai Chí Thọ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),25662196,2022-01-10,,can_ho
156275756,CĂN HỘ DV KHAI TRƯƠNG GẦN Q10 Lạc Long Quân ĐH Bách Khoa,4500000,30.0,1.0,1.0,Đường Ni Sư Huỳnh Liên,Tp Hồ Chí Minh,Quận Tân Bình,Phường 10,5542396,2024-03-13,,can_ho
155212247,"2PN giá 6tr/tháng, 3PN giá 7,5tr/tháng",6000000,59.0,2.0,1.0,Thạnh Xuân 13,Tp Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,995336,2022-01-03,,can_ho
155188151,"Cho thuê 3PN trống giá 7,5tr/tháng",7500000,80.0,3.0,2.0,Thạnh Xuân 13,Tp Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,995336,2022-05-23,,can_ho
155188287,Tecco cho thuê 1-2-3 phòng ngủ Alo xem nhà,4500000,40.0,1.0,1.0,Nguyễn Cửu Phú,Tp Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,995336,2023-04-04,,can_ho
155565372,CHỦ NHÀ DỄ TÍNH CHO THUÊ 2PN VINHOMES CENTRAL PARK,19000000,86.0,2.0,2.0,Nguyễn Hữu Thọ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 22,26622160,2022-06-17,,can_ho
156250283,Căn Hộ Duplex Bancol To 35m2 Đường 3 tháng 2-Quận 10 Gần Vạn Hạnh Mall,6500000,35.0,1.0,1.0,Đường Sư Vạn Hạnh,Tp Hồ Chí Minh,Quận 10,Phường 13,25659556,2023-03-20,,can_ho
156312192,CHO THUÊ CĂN HỘ 1PN FULL NỘI THẤT NGAY TRUNG TÂM PHÚ NHUẬN,6000000,35.0,1.0,1.0,Đường Trần Khắc Chân,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 9,26830682,2023-03-07,,can_ho
156248176,KHAI TRƯƠNG CĂN HỘ 2 PHÒNG NGỦ SIÊU TO SIÊU ĐẸP NGAY CẦU TÂN THUẬN Q7,10300000,60.0,2.0,1.0,Đường Nguyễn Tất Thành,Tp Hồ Chí Minh,Quận 4,Phường 13,16865141,2022-03-27,,can_ho
156287257,"💢 SỐC SỐC GIẢM SÂU ""200.000₫  (3 tháng đầu khi bạn kí Hợp đồng 12 thán",4500000,20.0,1.0,1.0,Đường Phùng Văn Cung,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 4,23228525,2023-04-22,,can_ho
156153375,⭐ĐƯỜNG LÝ THƯỜNG KIỆT ⭐ QUẬN 10 ⭐ CHO THUÊ CH BALCON + THANG MÁY,8500000,50.0,1.0,1.0,Đường Lý Thường Kiệt,Tp Hồ Chí Minh,Quận 10,Phường 14,11926651,2023-08-28,,can_ho
155339978,STUDIO BAN CÔNG HẠT DẺ KHU SÂN BAY✈️,5500000,35.0,1.0,1.0,Yên Thế,Tp Hồ Chí Minh,Quận Tân Bình,Phường 2,25675991,2024-03-19,,can_ho
156312137,CHO THUÊ CĂN HỘ DỊCH VỤ CAO CẤP 40m2 1PN NGAY TRUNG TÂM QUẬN PHÚ NHUẬN,6300000,40.0,1.0,1.0,Đường Trần Khắc Chân,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 9,26783930,2024-01-21,,can_ho
155632441,🌈🌈Căn Hộ Cao Cấp 2 Phòng Ngủ Full NT Cửa Sổ Ban Công Thoáng Mát,9000000,65.0,2.0,1.0,Đường Huỳnh Đình Hai,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 14,26065296,2023-09-12,,can_ho
155974931,"Căn hộ 35m2 siêu rộng, thoáng mát, full nội thất, Hoàng Sa, p9, Quận 3",5500000,35.0,1.0,1.0,783 ,Tp Hồ Chí Minh,Quận 3,Phường 9,10095085,2024-03-19,,can_ho
156312125,Pass Hợp Đồng Thuê Nhà - Sky Garden 3 - Khu Phú Mỹ Hưng,10000000,54.0,1.0,1.0,"68 Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh",Tp Hồ Chí Minh,Quận 7,Phường Tân Phong,26645577,2023-12-13,,can_ho
153727512,CHO THUÊ CĂN MASTERI THẢO ĐIỀN CỰC ĐẸP GIÁ RẺ 67m2 2PN FULL NT 17tr,17000000,67.0,2.0,2.0,Xa Lộ Hà Nội,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Thảo Điền (Quận 2 cũ),21611719,2023-12-07,,can_ho
156312080,"Cho Thuê Phòng Trong Chung Cư full nội thất giá 3,5tr",3500000,15.0,5.0,2.0,125/20 ,Tp Hồ Chí Minh,Quận 8,Phường 2,10805671,2023-06-25,,can_ho
156312087,Cho thuê căn hộ Vinhomes Grand Park 2PN full nội thất,8000000,67.0,2.0,2.0,Nguyễn Xiển,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),14568161,2022-06-20,,can_ho
156312041,Cho thuê căn hộ Vinhomes Grand Park 2PN bếp rèm hạng sang,8500000,67.0,2.0,2.0,Nguyễn Xiển,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),14568161,2022-04-18,,can_ho
156312036,Kingdom101 Quận10 2Phòng Ngủ Giá 16tr5 Trống sẵn vào ở liền,16500000,73.0,2.0,2.0,334 ,Tp Hồ Chí Minh,Quận 10,Phường 14,22279486,2023-04-05,,can_ho
156147049,"CĂN HỘ STUDIO BAN CÔNG , CỬA SỔ - ĐẦY ĐỦ NỘI THẤT - NGAY AEON TÂN PHÚ",4500000,30.0,1.0,1.0,Đường Tân Quý,Tp Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,23687762,2022-05-09,,can_ho
156278391,CĂN HỘ BAN CÔNG FULL NỘI THẤT CÓ THANG MÁY✨TÂN SƠN NHÌ - AEON TÂN PHÚ,4500000,40.0,1.0,1.0,Đường Tân Sơn Nhì,Tp Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,25139778,2024-02-19,,can_ho
156311993,Cho thuê căn hộ Vinhomes Grand Park 1PN+ Full nội thất rẻ,5900000,47.0,1.0,1.0,Nguyễn Xiển,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),14568161,2024-04-21,,can_ho
156311980,"1pn 7tr 2pn 8tr 3pn 11tr full nội thất 1pn 10tr 2pn 10,5tr 3pn 15tr",8500000,75.0,2.0,2.0,Đường Đào Trí,Tp Hồ Chí Minh,Quận 7,Phường Phú Thuận,26792733,2024-03-24,,can_ho
156311970,CĂN HỘ DUPLEX CỬA SỔ SIÊU THOÁNG FULL NỘT THẤT NGAY CHỢ TÂN HƯƠNG,3600000,25.0,1.0,1.0,Đường Lê Thúc Hoạch,Tp Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,26012585,2023-03-26,,can_ho
156311947,Cho thuê căn hộ Vinhomes Grand Park 2PN Full nội thất,8000000,67.0,2.0,2.0,Nguyễn Xiển,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),14568161,2023-06-15,,can_ho
156311917,CHO THUÊ CĂN HỘ DỊCH VỤ CAO CẤP 40M2 1PN NGAY TRUNG TÂM Q.PHÚ NHUẬN,7800000,40.0,1.0,1.0,Đường Lê Tự Tài,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 4,26783930,2023-03-26,,can_ho
155036358,[Hot] Richmond cho thuê căn 3 phòng ngủ full nội thất view đẹp 17.5tr,17500000,86.0,3.0,2.0,Số 207 ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 26,24299678,2022-08-15,,can_ho
156311906,"Khai trương Duplex Cửa sổ, ban công thoáng gần Học Viện Cán Bộ",4700000,40.0,1.0,1.0,Đường Chu Văn An,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 12,25792077,2022-03-11,,can_ho
155017303,Cho thuê chung cư mini dạng Studio Full nội thất thoáng gần khu CNC,4800000,30.0,1.0,1.0,Võ Văn Hát,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),24230753,2022-10-03,,can_ho
156311901,Richmond cho thuê Office nội thất cơ bản 9tr | Full nội thất 10tr,9000000,30.0,1.0,1.0,Số 207 ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 26,24299678,2022-01-29,,can_ho
156301163,Trống sẵn studio đầy đủ nội thất ngay chợ Phạm Văn Bạch,4100000,30.0,1.0,1.0,Đường Nguyễn Tư Giản,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 12,24703048,2023-04-04,,can_ho
151081853,CH Cho Thuê Celadon - Emerald - 3PN-15 Tr- Full Đồ,15000000,112.0,3.0,2.0,số 88 ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,11661950,2022-10-04,,can_ho
156311836,"🔥CĂN HỘ  FULL NỘI THẤT GẦN HÀNG XANH Q1,Q2 🔥",8200000,45.0,1.0,1.0,Hẻm 30 Đường Nguyễn Cửu Vân,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 17,21613660,2023-05-07,,can_ho
156311827,🍒 CĂN HỘ TÁCH BẾP _ BANCOL _FULL NT _ GẦN SÂN BAY TSN 🍒,8000000,45.0,1.0,1.0,Hẻm 440 Nguyễn Kiệm,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 3,21613660,2024-03-09,,can_ho
156311811,"CHDV FULL NỘI THẤT GẦN NGAY KHU CNC,SAMSUNG,FPT,UFM, VINHOMES",4500000,30.0,1.0,1.0,Đường Võ Văn Hát,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),25801960,2022-11-21,,can_ho
155848016,🔥ĐƯỜNG TRẦN KHẮC CHÂN - CHỢ TÂN ĐỊNH 🔥 QUẬN 1 🔥 CHO THUÊ CH BALCON,7999999,35.0,1.0,1.0,Đường Trần Khắc Chân,Tp Hồ Chí Minh,Quận 1,Phường Tân Định,25375756,2024-01-31,,can_ho
156280017,CHO THUÊ CĂN HỘ DUPLEX SIÊU RẺ GIÁP CMT8 Quận 10,4900000,32.0,1.0,1.0,Cách mạng tháng 8,Tp Hồ Chí Minh,Quận 10,Phường 15,5542396,2023-11-19,,can_ho
156311780,❤️TOP CĂN HỘ STUDIO/1PN BALCONY TRUNG TÂM QUẬN 1⚡️GẦN CHỢ BẾN THÀNH🌿,7800000,45.0,1.0,1.0,Đường Lý Tự Trọng,Tp Hồ Chí Minh,Quận 1,Phường Bến Nghé,22185643,2024-04-06,,can_ho
155586084,🌻CHO THUÊ CH 2 PHÒNG NGỦ🌻ĐƯỜNG HAI BÀ TRƯNG - CHỢ TÂN ĐỊNH🌻QUẬN 1,11999999,60.0,2.0,1.0,Đường Hai Bà Trưng,Tp Hồ Chí Minh,Quận 1,Phường Tân Định,25375756,2022-02-11,,can_ho
155464752,🌹ĐƯỜNG NGUYỄN ĐÌNH CHIỂU - QUẬN 1🌹CHO THUÊ CHCC TÁCH BẾP + THANG MÁY,10999999,60.0,1.0,1.0,Đường Nguyễn Đình Chiểu,Tp Hồ Chí Minh,Quận 1,Phường Đa Kao,25375756,2022-10-06,,can_ho
125648252,"Hệ thống  studio,1pn trung tâm q7 sát quận 4,1,5",4900000,30.0,1.0,1.0,Đường Số 10,Tp Hồ Chí Minh,Quận 7,Phường Tân Kiểng,16865141,2023-08-25,,can_ho
154943492,"Giỏ hàng Picity: 1PN+: 5,5tr; 2PN: 6tr và 3PN: 7,5tr bao phí quản lý",6000000,58.0,2.0,1.0,Thạnh Xuân 13,Tp Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,25643687,2022-06-24,,can_ho
156311717,"Cho thuê Mizuki Park 2PN - 2WC Giá 7,5 Triệu",7500000,72.0,2.0,2.0,Nguyễn Văn Linh,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,19331302,2024-03-12,,can_ho
144388106,căn hộ 35m2_full nội thất_gần Hồ Con Rùa,6000000,35.0,1.0,1.0,Đường Nam Kỳ Khởi Nghĩa,Tp Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,18435991,2023-11-23,,can_ho
156311709,Eco green cho thuê căn hộ 3PN 2WC - full nội thất cao cấp,23000000,95.0,3.0,2.0,"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây,  Quận 7, Hồ Chí Minh",Tp Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,26013837,2022-06-29,,can_ho
155922941,tìm nữ  ở ghép 1;1 trong phòng trong căn hộ Hoàng anh gia lai 1,2500000,20.0,4.0,3.0,357 ,Tp Hồ Chí Minh,Quận 7,Phường Tân Hưng,44000,2023-04-29,,can_ho
155072557,"✨Đường D1,D2_GÁC LỬNG, THANG MÁY BAN CÔNG, Full NT",6500000,35.0,1.0,1.0,Nguyễn Văn Thương,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 25,24024853,2022-01-14,,can_ho
156311160,Duplex full nội thất gần nhà thờ Đức Bà quận 1,7500000,10.0,1.0,1.0,Đường Điện Biên Phủ,Tp Hồ Chí Minh,Quận 1,Phường Đa Kao,25742999,2023-10-11,,can_ho
155599625,"💥2PN RIÊNG, THANG MÁY_THÍCH QUẢNG ĐỨC,Full Nội Thất",7800000,50.0,1.0,1.0,Hẻm 86 Đường Thích Quảng Đức,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 5,24024853,2024-01-06,,can_ho
156311665,Căn hộ dịch vụ ban công 30m2 gần dinh độc lập quận 1,7500000,30.0,1.0,1.0,Đường Đặng Trần Côn,Tp Hồ Chí Minh,Quận 1,Phường Bến Thành,23721052,2024-04-02,,can_ho
151938548,🍀Cho Thuê Căn Hộ Mini Ban Công Máy Giặt Riêng 30m2 Quận Bình Thạnh🍀,6100000,30.0,1.0,1.0,Nơ Trang Long,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 13,17338090,2022-02-25,,can_ho
156311637,"✨PHAN ĐÌNH PHÙNG,25m2_BAN CÔNG, FULL NỘI THẤT",5500000,30.0,1.0,1.0,Đường Nguyễn Trọng Tuyển,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 8,24024853,2024-02-25,,can_ho
156249616,Căn Hộ Studio Cửa Sổ To 35m2 Đường Cao Thắng-Quận 3 Gần Chung Cư Hà Đô,7000000,35.0,1.0,1.0,Đường Cao Thắng,Tp Hồ Chí Minh,Quận 3,Phường 3,25659556,2023-03-17,,can_ho
156311610,CĂN STUDIO SIÊU THOÁNG NGAY TRUNG TÂM BÌNH THẠNH,5200000,30.0,1.0,1.0,Đường Bùi Đình Tuý,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 25,26197489,2022-04-06,,can_ho
156179003,"CHO THUÊ NHÀ NGUYÊN CĂN RIÊNG BIỆT, Q.TÂN BÌNH, GẦN CHỢ, BỆNH VIỆN",3000000,10.0,1.0,1.0,1356/12 ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 3,2047632,2022-10-02,,can_ho
155739822,"THẢO ĐIỀN - STUDIO TÁCH BẾP BAN CÔNG, CỬA SỔ THOÁNG ĐƯỜNG QUỐC HƯƠNG",5200000,28.0,1.0,1.0,Quốc Hương,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Thảo Điền (Quận 2 cũ),5083471,2023-01-09,,can_ho
156186402,🔥Căn Hộ Cao Cấp Mới Xây Ở Liền - Máy Giặt Riêng Nằm Ngay Trường Chinh🔥,3700000,30.0,1.0,1.0,Đường Trường Chinh,Tp Hồ Chí Minh,Quận Tân Bình,Phường 15,15613241,2024-04-19,,can_ho
156080594,DUPLEX Full nội thất p13 Tân Bình,3600000,25.0,1.0,1.0,Đường Hoàng Hoa Thám,Tp Hồ Chí Minh,Quận Tân Bình,Phường 13,21849423,2024-03-03,,can_ho
156311565,"💥CỬA SỔ, BẾP TÁCH BIỆT_NGUYỄN TRỌNG TUYỂN, FULL NT",5000000,30.0,1.0,1.0,Đường Nguyễn Trọng Tuyển,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 8,24024853,2024-01-12,,can_ho
154028773,✨Căn Hộ Studio - 1 BedRoom ngay Hồng Hà - Gần Sân Bay Tân Sơn Nhất,10000000,50.0,1.0,1.0,Hồng Hà,Tp Hồ Chí Minh,Quận Tân Bình,Phường 2,23572121,2024-04-06,,can_ho
156047333,Cho thuê chung cư chân cầu vượt quãng trung,5500000,70.0,2.0,2.0,2290 ,Tp Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,2152374,2022-09-08,,can_ho
156311469,Masteri Centre Point cho thuê căn 3PN 2WC nội thất cao cấp từ CĐT,15500000,100.0299,3.0,2.0,Long Thạnh Mỹ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Bình (Quận 9 cũ),26013837,2023-07-18,,can_ho
154887572,🌸 QUẬN 3_ 1PN 8TR _ MÁY GIẶT RIÊNG BAN CÔNG,8000000,55.0,1.0,1.0,Trần Quốc Thảo,Tp Hồ Chí Minh,Quận 3,Phường 9,18763599,2023-11-09,,can_ho
156311429,THUÊ CĂN HỘ Q7 RIVERSIDE GIÁ TỐT 2PN2WC FULL NỘI THẤT CAO CẤP CHỈ 12TR,12000000,67.0,2.0,2.0,Số 4 ,Tp Hồ Chí Minh,Quận 7,Phường Phú Thuận,16510580,2022-01-27,,can_ho
153544891,❌ Gần Viettel Tower!!! Q10 Q3 Duplex 1PN Bancon Cửa sổ,8000000,35.0,1.0,1.0,Hoà Hưng,Tp Hồ Chí Minh,Quận 10,Phường 13,18763599,2022-08-05,,can_ho
156310825,Studio sang trọng gần phố đi bộ Bùi Viện quận 1,9000000,18.0,1.0,1.0,Đường Hồ Hảo Hớn,Tp Hồ Chí Minh,Quận 1,Phường Cô Giang,25742999,2023-01-21,,can_ho
154990680,"🔥CÂN HỘ MỚI STUDIO 30M2-BANCOL,CỬA SỔ-FULL NT-LĂNG CHA CẢ-KHU SÂN BAY",4500000,30.0,1.0,1.0,Thăng Long,Tp Hồ Chí Minh,Quận Tân Bình,Phường 4,24861075,2022-06-27,,can_ho
117438110,Cănhộ gác cao full nội thất q7 hướng về trung tâm,5000000,35.0,1.0,1.0,Đường Nguyễn Thị Thập,Tp Hồ Chí Minh,Quận 7,Phường Tân Quy,16865141,2022-01-27,,can_ho
155816982,studio ban công_chung cư_ngay cv Lê Thị Riêng_thang máy_hầm xe,8000000,35.0,1.0,1.0,Cách Mạng Tháng 8,Tp Hồ Chí Minh,Quận 3,Phường 9,18435991,2023-11-03,,can_ho
142621865,căn hộ 1 phòng ngủ_full nội thất_ngay cv Tao Đàn,7000000,40.0,1.0,1.0,Đường Võ Thị Sáu,Tp Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,18435991,2023-09-06,,can_ho
156259997,1PN 🌇Full nội thất Thảo Điền👉 Quốc Hương 🏡Quận 2 gần Cầu Sài Gòn,6500000,35.0,1.0,1.0,Đường Quốc Hương,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Thảo Điền (Quận 2 cũ),23992346,2022-03-05,,can_ho
154578723,DUPLEX 25m2 ĐƯỜNG LÊ VĂN LƯƠNG Q7,4500000,25.0,1.0,1.0,Lê Văn Lương,Tp Hồ Chí Minh,Quận 7,Phường Tân Phong,14052141,2022-07-17,,can_ho
